acid_id,smiles,mw,n_heavy,n_rot,subclass,murcko_scaffold
Ac3759,Cc1c(-c2ccccc2)nc2ccc(Cl)cc2c1C(=O)O,297.741,21,2,aryl_other,c1ccc(-c2ccc3ccccc3n2)cc1
Ac3760,O=C(O)C(Br)c1ccc(C(F)(F)F)cc1,283.043,15,2,acyclic_ali,c1ccccc1
Ac3761,O=C(O)C(=O)c1cc(Cl)cc(Cl)c1,219.023,13,2,other,c1ccccc1
Ac3764,CC(Oc1ccc(F)cc1Cl)C(=O)O,218.611,14,3,acyclic_ali,c1ccccc1
Ac3766,CN(C)S(=O)(=O)c1ccc(F)c(C(=O)O)c1,247.247,16,3,benzoic,c1ccccc1
Ac3767,O=C(O)c1ccc(/C=C/c2ccc(Br)cc2)cc1,303.155,18,3,benzoic,C(=Cc1ccccc1)c1ccccc1
Ac3768,O=C(O)CCCC(=O)c1cccc(Cl)c1,226.659,15,5,acyclic_ali,c1ccccc1
Ac3769,CCC(Oc1ccc(Br)cc1)C(=O)O,259.099,14,4,acyclic_ali,c1ccccc1
Ac3772,CS(=O)(=O)c1cc(C(=O)O)ccc1F,218.205,14,2,benzoic,c1ccccc1
Ac3773,COc1ccccc1-c1cc(C(=O)O)c2ccccc2n1,279.295,21,3,aryl_other,c1ccc(-c2ccc3ccccc3n2)cc1
Ac3778,Cn1nc(C(F)(F)F)c(Cl)c1C(=O)O,228.557,14,1,heteroaryl,c1cn[nH]c1
Ac3780,CC(C)(C)OC(=O)N1CCC2(CC1)CC(C(=O)O)c1ccccc12,331.412,24,1,cyclic_ali,c1ccc2c(c1)CCC21CCNCC1
Ac3781,CC(C)Oc1ccc(Br)c(C(=O)O)c1,259.099,14,3,benzoic,c1ccccc1
Ac3782,CC(C)(CC(=O)c1ccc(Cl)cc1)C(=O)O,240.686,16,4,alpha_quat,c1ccccc1
Ac3783,CC(C)(C)OC(=O)N1CC[C@H](c2ccccc2)[C@H](C(=O)O)C1,305.374,22,2,cyclic_ali,c1ccc(C2CCNCC2)cc1
Ac3785,O=C(O)/C=C/c1sccc1Br,233.086,11,2,other,c1ccsc1
Ac3786,CC(C)(C)OC(=O)C[C@H](C(=O)O)c1ccccc1,250.294,18,4,acyclic_ali,c1ccccc1
Ac3788,O=C(O)CSc1nnc(-c2ccccc2Cl)o1,270.697,17,4,acyclic_ali,c1ccc(-c2nnco2)cc1
Ac3789,COc1ccc(COc2cc(C(=O)O)on2)cc1,249.222,18,5,heteroaryl,c1ccc(COc2ccon2)cc1
Ac3792,O=C(O)COc1ccc2c(-c3ccccc3)cc(=O)oc2c1,296.278,22,4,acyclic_ali,O=c1cc(-c2ccccc2)c2ccccc2o1
Ac3794,O=C(O)c1cc(Cl)ccc1OCCF,218.611,14,4,benzoic,c1ccccc1
Ac3796,O=C(O)c1cn(-c2ccccc2)nc1-c1cccs1,270.313,19,3,aryl_other,c1ccc(-n2ccc(-c3cccs3)n2)cc1
Ac3797,CCc1ccc(-c2nn(-c3ccccc3)cc2C(=O)O)cc1,292.338,22,4,aryl_other,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac3798,O=C(O)c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,343.18,21,3,aryl_other,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac3799,COc1ccc(C(SCCC(=O)O)(c2ccccc2)c2ccccc2)cc1,378.493,27,8,acyclic_ali,c1ccc(C(c2ccccc2)c2ccccc2)cc1
Ac3800,COc1cccc(-n2nnc(C(=O)O)c2C)c1,233.227,17,3,heteroaryl,c1ccc(-n2ccnn2)cc1
Ac3802,CN(C)S(=O)(=O)c1cc(C(=O)O)ccc1F,247.247,16,3,benzoic,c1ccccc1
Ac3803,CCOC(=O)COc1cccc(C(=O)O)c1,224.212,16,5,benzoic,c1ccccc1
Ac3804,Cc1ccc(C)c(OCCCCC(=O)O)c1,222.284,16,6,acyclic_ali,c1ccccc1
Ac3805,COc1cc(C(=O)O)c([N+](=O)[O-])cc1OCCCBr,334.122,19,7,benzoic,c1ccccc1
Ac3806,CC(Cc1ccc(Cl)cc1Cl)C(=O)O,233.094,14,3,acyclic_ali,c1ccccc1
Ac3807,Cn1nc(C(F)(F)F)c(Br)c1C(=O)O,273.008,14,1,heteroaryl,c1cn[nH]c1
Ac3808,O=C(O)c1c(Br)cc(F)c(F)c1F,254.989,13,1,benzoic,c1ccccc1
Ac3809,O=C(O)c1c(C(F)(F)F)ccnc1Cl,225.553,14,1,aryl_other,c1ccncc1
Ac3811,CCCc1cc(=O)oc2cc(OCC(=O)O)ccc12,262.261,19,5,acyclic_ali,O=c1ccc2ccccc2o1
Ac3812,O=C(O)c1c(C(F)(F)F)cc(Cl)nc1Cl,259.998,15,1,aryl_other,c1ccncc1
Ac3813,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)O)cc1,304.349,23,4,other,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac3814,Cc1oc2cc3oc(=O)c(CCC(=O)O)c(C)c3cc2c1C,300.31,22,3,acyclic_ali,O=c1ccc2cc3ccoc3cc2o1
Ac3815,Cc1ccc(CN2CC(C(=O)O)CC2=O)cc1,233.267,17,3,cyclic_ali,O=C1CCCN1Cc1ccccc1
Ac3816,O=C(O)CCCc1nc(-c2ccc(Cl)cc2)no1,266.684,18,5,acyclic_ali,c1ccc(-c2ncon2)cc1
Ac3817,COc1ccc(CN2CC(C(=O)O)CC2=O)c(OC)c1,279.292,20,5,cyclic_ali,O=C1CCCN1Cc1ccccc1
Ac3818,COc1ccc(Br)c(C)c1C(=O)O,245.072,13,2,benzoic,c1ccccc1
Ac3819,O=C(O)c1ccc(C(F)(F)F)nc1Br,270.004,14,1,aryl_other,c1ccncc1
Ac3822,O=C(O)c1cc(C(F)(F)F)c(Cl)cn1,225.553,14,1,heteroaryl,c1ccncc1
Ac3823,O=C(O)Cc1c(F)cccc1C(F)(F)F,222.137,15,2,acyclic_ali,c1ccccc1
Ac3824,COc1cc(/C=C/C(=O)O)ccc1OS(=O)(=O)c1ccc(C)cc1,348.376,24,6,other,O=S(=O)(Oc1ccccc1)c1ccccc1
Ac3828,Cc1coc2c(C)c3oc(=O)c(CCC(=O)O)c(C)c3cc12,300.31,22,3,acyclic_ali,O=c1ccc2cc3ccoc3cc2o1
Ac3829,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,342.391,25,3,acyclic_ali,O=c1ccc2cc3ccoc3cc2o1
Ac3830,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3oc4c(c3cc12)CCCC4,340.375,25,3,acyclic_ali,O=c1ccc2cc3c4c(oc3cc2o1)CCCC4
Ac3831,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Cl)cc4)c3cc12,396.826,28,4,acyclic_ali,O=c1ccc2cc3c(-c4ccccc4)coc3cc2o1
Ac3832,CC(C)C(NS(=O)(=O)c1ccc(F)cc1)C(=O)O,275.301,18,5,alpha_amino,c1ccccc1
Ac3833,O=C(O)C1(c2cccc(Br)c2)CCOCC1,285.137,16,2,alpha_quat,c1ccc(C2CCOCC2)cc1
Ac3834,Cc1cc(C)c(C(=O)CCCC(=O)O)c(C)c1,234.295,17,5,acyclic_ali,c1ccccc1
Ac3835,Cn1cc(Br)cc(C(=O)O)c1=O,232.033,12,1,aryl_other,O=c1cccc[nH]1
Ac3837,CCCCn1nnc2cc(C(=O)O)ccc21,219.244,16,4,benzoic,c1ccc2[nH]nnc2c1
Ac3838,COc1ccc(C(=O)O)cc1OC(F)(F)F,236.145,16,3,benzoic,c1ccccc1
Ac3839,CCOc1ccc(C(=O)O)cc1C(F)(F)F,234.173,16,3,benzoic,c1ccccc1
Ac3840,COCCNS(=O)(=O)c1cccc(C(=O)O)c1,259.283,17,6,benzoic,c1ccccc1
Ac3842,N#Cc1cc(C(=O)O)ccc1OCC(F)(F)F,245.156,17,3,benzoic,c1ccccc1
Ac3844,CC(C)(Oc1ccc(Cl)cc1F)C(=O)O,232.638,15,3,acyclic_ali,c1ccccc1
Ac3846,CC(C)(C)OC(=O)COc1cccc(C(=O)O)c1,252.266,18,4,benzoic,c1ccccc1
Ac3851,COc1cc(C(=O)O)ccc1CBr,245.072,13,3,benzoic,c1ccccc1
Ac3852,Cc1cc(=O)oc2c3c(cc(OCC(=O)O)c12)OC(C)(C)CC3,318.325,23,3,acyclic_ali,O=c1ccc2ccc3c(c2o1)CCCO3
Ac3853,O=C(O)CCc1cn(-c2ccc(Br)cc2)nc1-c1ccc(Cl)cc1,405.679,24,5,acyclic_ali,c1ccc(-c2ccn(-c3ccccc3)n2)cc1
Ac3854,O=C(O)CCCc1ccc2c(c1)OCCO2,222.24,16,4,acyclic_ali,c1ccc2c(c1)OCCO2
Ac3855,O=C(O)c1ccc2ccc(-c3ccccc3)nc2c1,249.269,19,2,benzoic,c1ccc(-c2ccc3ccccc3n2)cc1
Ac3857,CSc1cc(Br)ccc1C(=O)O,247.113,12,2,benzoic,c1ccccc1
Ac3859,COc1ccc2c(Cl)c(C(=O)O)sc2c1,242.683,15,2,heteroaryl,c1ccc2sccc2c1
Ac3860,O=C(O)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,283.205,20,3,benzoic,c1ccc(Oc2ccccn2)cc1
Ac3861,O=C(O)c1c(Br)ccc(OC(F)(F)F)c1F,303.005,16,2,benzoic,c1ccccc1
Ac3862,O=C(O)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1,315.332,24,3,heteroaryl,c1ccc(-c2cc(-c3ccccc3)n3nccc3n2)cc1
Ac3863,O=C(O)/C=C/c1ccc(SC(F)(F)F)cc1,248.225,16,3,other,c1ccccc1
Ac3865,O=C(O)c1ccc(C(F)(F)F)c(Cl)n1,225.553,14,1,heteroaryl,c1ccncc1
Ac3866,O=C(O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,260.698,16,3,cyclic_ali,O=S(=O)(c1ccccc1)C1CC1
Ac3867,O=C(O)c1ccc(CCN2CCCC2)nc1,220.272,16,4,aryl_other,c1ccc(CCN2CCCC2)nc1
Ac3868,CC(C)(C)OC(=O)N1CC[C@@H](c2ccc(F)cc2)[C@@H](C(=O)O)C1,323.364,23,2,cyclic_ali,c1ccc(C2CCNCC2)cc1
Ac3869,O=C(O)c1cc2ncc(Br)cn2n1,242.032,13,1,heteroaryl,c1cnc2ccnn2c1
Ac3870,O=C(O)CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3,288.362,21,3,acyclic_ali,c1ccc(C2C3CC4CC(C3)CC2C4)cc1
Ac3871,O=C(O)c1cc(S(=O)(=O)Cl)c(Cl)cc1F,273.068,15,2,benzoic,c1ccccc1
Ac3874,COc1cc(S(=O)(=O)Cl)cc(C(=O)O)c1OC,280.685,17,4,benzoic,c1ccccc1
Ac3875,CC(C)(C)OC(=O)N1CCC(c2ccc(C(=O)O)cc2)C1,291.347,21,2,benzoic,c1ccc(C2CCNC2)cc1
Ac3877,O=C(O)c1c(F)c(F)cc([N+](=O)[O-])c1F,221.09,15,2,benzoic,c1ccccc1
Ac3878,O=C(O)c1cc([N+](=O)[O-])cc(Cl)c1Cl,236.01,14,2,benzoic,c1ccccc1
Ac3879,O=C(O)c1cccc(CN2CCCCC2)c1,219.284,16,3,benzoic,c1ccc(CN2CCCCC2)cc1
Ac3880,O=C(O)Cc1cccc(SC(F)(F)F)c1,236.214,15,3,acyclic_ali,c1ccccc1
Ac3881,Cc1nc(NS(C)(=O)=O)sc1C(=O)O,236.274,14,3,heteroaryl,c1cscn1
Ac3882,Cc1ccc(S(=O)(=O)N2CC[C@@H]2C(=O)O)cc1,255.295,17,3,alpha_amino,O=S(=O)(c1ccccc1)N1CCC1
Ac3883,O=C(O)Cc1csc(Br)c1,221.075,10,2,acyclic_ali,c1ccsc1
Ac3888,O=C(O)COc1cc(C(F)(F)F)cc(C(F)(F)F)c1,288.143,19,3,acyclic_ali,c1ccccc1
Ac3890,Cc1nc(-c2cccs2)sc1C(=O)O,225.294,14,2,heteroaryl,c1csc(-c2nccs2)c1
Ac3891,O=Cc1cc(C(F)(F)F)ccc1C(=O)O,218.13,15,2,benzoic,c1ccccc1
Ac3892,Cc1nc(-c2cccc(Cl)c2)sc1C(=O)O,253.71,16,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac3902,O=C(O)C1CC(=O)N(Cc2cccs2)C1,225.269,15,3,cyclic_ali,O=C1CCCN1Cc1cccs1
Ac3903,COC(=O)c1ccc(Br)cc1C(=O)O,259.055,14,2,benzoic,c1ccccc1
Ac3904,COc1ccc(-n2nc(C)cc2C(=O)O)cc1,232.239,17,3,heteroaryl,c1ccc(-n2cccn2)cc1
Ac3905,Cc1cc(C(=O)O)ccc1N1CCCS1(=O)=O,255.295,17,2,benzoic,O=S1(=O)CCCN1c1ccccc1
Ac3906,O=C(O)c1cc(N2CCOCC2)nc(N2CCOCC2)n1,294.311,21,3,heteroaryl,c1cc(N2CCOCC2)nc(N2CCOCC2)n1
Ac3907,Cc1cc(C(=O)O)cc(Br)c1Cl,249.491,12,1,benzoic,c1ccccc1
Ac3908,O=C(O)c1cc(C(F)(F)F)nn1Cc1ccccc1,270.21,19,3,heteroaryl,c1ccc(Cn2cccn2)cc1
Ac3910,CC(C)Oc1cc(Br)cc(C(=O)O)c1,259.099,14,3,benzoic,c1ccccc1
Ac3912,Cc1c(Br)cccc1CCC(=O)O,243.1,13,3,acyclic_ali,c1ccccc1
Ac3913,CCOc1cccc(C(=O)CCC(=O)O)c1,222.24,16,6,acyclic_ali,c1ccccc1
Ac3914,O=C(O)C1CN(C(=O)OCC2c3ccccc3-c3ccccc32)CCO1,353.374,26,3,cyclic_ali,O=C(OCC1c2ccccc2-c2ccccc21)N1CCOCC1
Ac3916,CN(c1ccccc1C(=O)O)S(C)(=O)=O,229.257,15,3,benzoic,c1ccccc1
Ac3921,O=C(O)c1ccc(F)c(CBr)c1,233.036,12,2,benzoic,c1ccccc1
Ac3922,O=C(O)c1cc(S(=O)(=O)Cl)cc2c1OCCO2,278.669,17,2,benzoic,c1ccc2c(c1)OCCO2
Ac3923,CC(C)(C)OC(=O)N1CCC(C(=O)O)(c2ccccc2Br)CC1,384.27,23,2,alpha_quat,c1ccc(C2CCNCC2)cc1
Ac3924,O=C(O)c1cc(-c2cccc(Cl)c2)on1,223.615,15,2,heteroaryl,c1ccc(-c2ccno2)cc1
Ac3925,O=C(O)c1cnn2c(C(F)(F)F)cc(-c3ccccc3)nc12,307.231,22,2,aryl_other,c1ccc(-c2ccn3nccc3n2)cc1
Ac3927,CC(C)(C)NS(=O)(=O)c1cc(C(=O)O)ccc1Br,336.207,18,3,benzoic,c1ccccc1
Ac3928,Cc1cc(Br)cc(C(=O)O)n1,216.034,11,1,heteroaryl,c1ccncc1
Ac3929,CCOC(=O)c1cnn(-c2ccc(C(=O)O)cc2)c1C(F)(F)F,328.246,23,4,benzoic,c1ccc(-n2cccn2)cc1
Ac3931,O=C(O)C1CC1c1ccc(C(F)(F)F)cc1,230.185,16,2,cyclic_ali,c1ccc(C2CC2)cc1
Ac3932,O=C(O)c1cc(F)cc(S(=O)(=O)Cl)c1,238.623,14,2,benzoic,c1ccccc1
Ac3933,O=C(O)c1ccc(I)c(C(F)(F)F)c1,316.016,14,1,benzoic,c1ccccc1
Ac3934,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1OC,308.333,23,4,benzoic,c1ccc(-c2ccc3ccccc3c2)cc1
Ac3935,Cc1c(I)cc([N+](=O)[O-])cc1C(=O)O,307.043,14,2,benzoic,c1ccccc1
Ac3938,O=C(O)C1CCN(c2nccc(C(F)(F)F)n2)CC1,275.23,19,2,cyclic_ali,c1cnc(N2CCCCC2)nc1
Ac3939,Cc1nc(-c2cnccn2)sc1C(=O)O,221.241,15,2,heteroaryl,c1cnc(-c2nccs2)cn1
Ac3940,O=C(O)c1cccc(-c2ccnc(Cl)n2)c1,234.642,16,2,benzoic,c1ccc(-c2ccncn2)cc1
Ac3941,O=C(O)CCc1ccc(Br)cn1,230.061,12,3,acyclic_ali,c1ccncc1
Ac3942,COc1cc(/C=C/C(=O)O)ccc1Br,257.083,14,3,other,c1ccccc1
Ac3943,Cc1cc(Br)c(I)cc1C(=O)O,340.942,12,1,benzoic,c1ccccc1
Ac3948,O=C(O)c1ccc(C2=CCCCC2)c(C(F)(F)F)c1,270.25,19,2,benzoic,C1=C(c2ccccc2)CCCC1
Ac3949,O=C(O)c1ccc(C(F)(F)F)c(I)c1,316.016,14,1,benzoic,c1ccccc1
Ac3950,O=C(O)C1(c2ccc(F)cc2)CCOCC1,224.231,16,2,alpha_quat,c1ccc(C2CCOCC2)cc1
Ac3951,O=C(O)CCc1ccc(C(F)(F)F)c(Cl)c1,252.619,16,3,acyclic_ali,c1ccccc1
Ac3952,CC(C)(C)OC(=O)N1CCCC(CCC(=O)O)C1,257.33,18,3,acyclic_ali,C1CCNCC1
Ac3954,CC(C)Oc1cc(Br)ccc1C(=O)O,259.099,14,3,benzoic,c1ccccc1
Ac3955,O=C(O)c1ccc(CBr)c(I)c1,340.942,12,2,benzoic,c1ccccc1
Ac3956,O=C(O)c1cc(Br)c(Cl)cc1F,253.454,12,1,benzoic,c1ccccc1
Ac3957,O=C(O)C1(c2ccc3c(c2)OCCO3)CC1,220.224,16,2,alpha_quat,c1cc2c(cc1C1CC1)OCCO2
Ac3958,O=C(O)C(CC(F)(F)F)c1ccccc1,218.174,15,3,acyclic_ali,c1ccccc1
Ac3959,CCCCc1cc(=O)oc2cc(OCC(=O)O)ccc12,276.288,20,6,acyclic_ali,O=c1ccc2ccccc2o1
Ac3961,Cc1nc(C(=O)O)c(-c2ccc(Cl)cc2)s1,253.71,16,2,heteroaryl,c1ccc(-c2cncs2)cc1
Ac3965,CC(C(=O)O)c1ccccc1C(F)(F)F,218.174,15,2,acyclic_ali,c1ccccc1
Ac3966,Cc1cc(C)n(-c2ccc(Cl)c(C(=O)O)c2)n1,250.685,17,2,benzoic,c1ccc(-n2cccn2)cc1
Ac3967,CC1(C)OB(c2cc(F)cc(C(=O)O)c2)OC1(C)C,266.077,19,2,benzoic,c1ccc(B2OCCO2)cc1
Ac3968,O=C(O)CCCN1C(=O)c2ccc(Br)cc2C1=O,312.119,18,4,acyclic_ali,O=C1NC(=O)c2ccccc21
Ac3969,O=C(O)c1ccc(NS(=O)(=O)c2cccs2)cc1,283.33,18,4,benzoic,O=S(=O)(Nc1ccccc1)c1cccs1
Ac3970,CC(C(=O)O)c1ccc2oc3ccccc3c(=O)c2c1,268.268,20,2,acyclic_ali,O=c1c2ccccc2oc2ccccc12
Ac3972,Cc1ncc(C(=O)O)cc1Br,216.034,11,1,aryl_other,c1ccncc1
Ac3973,CC(C)(C)OC(=O)N1CCCCC1CCCC(=O)O,271.357,19,4,acyclic_ali,C1CCNCC1
Ac3974,CCN(C(=O)OC(C)(C)C)c1ccc(C(=O)O)cn1,266.297,19,3,aryl_other,c1ccncc1
Ac3975,Cc1c(Br)cc(F)cc1C(=O)O,233.036,12,1,benzoic,c1ccccc1
Ac3977,COCOc1ccc(F)c(C(=O)O)c1F,218.155,15,4,benzoic,c1ccccc1
Ac3978,O=C(O)CCc1ccc(OC(F)F)cc1,216.183,15,5,acyclic_ali,c1ccccc1
Ac3979,O=C(O)c1cnc(Br)cc1I,327.903,11,1,aryl_other,c1ccncc1
Ac3980,COC(=O)c1cc(OCC(C)C)cc(C(=O)O)c1,252.266,18,5,benzoic,c1ccccc1
Ac3982,O=C(O)c1ccc([N+](=O)[O-])c(CBr)c1,260.043,14,3,benzoic,c1ccccc1
Ac3983,CCOC(=O)/C(C)=C/c1c(Cl)cc(C(=O)O)cc1Cl,303.141,19,4,benzoic,c1ccccc1
Ac3984,O=C(O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,267.712,18,2,cyclic_ali,O=C(c1ccccc1)N1CCCCC1
Ac3987,CC1CC(C(=O)O)CN1C(=O)OC(C)(C)C,229.276,16,1,cyclic_ali,C1CCNC1
Ac3989,O=C(O)c1cn(-c2ccccc2Cl)nn1,223.619,15,2,heteroaryl,c1ccc(-n2ccnn2)cc1
Ac3990,CC(C)(C)OC(=O)N1CCN(c2nc(C(=O)O)cs2)CC1,313.379,21,2,heteroaryl,c1csc(N2CCNCC2)n1
Ac3992,CN1CCN(Cc2ccc(C(=O)O)o2)CC1,224.26,16,3,heteroaryl,c1coc(CN2CCNCC2)c1
Ac3993,COc1nc(Br)ccc1C(=O)O,232.033,12,2,aryl_other,c1ccncc1
Ac3994,N#Cc1cc(Cl)c(C(=O)O)c(Cl)c1,216.023,13,1,benzoic,c1ccccc1
Ac3997,CC(C)(C)c1cc(Br)cc(C(=O)O)c1,257.127,14,1,benzoic,c1ccccc1
Ac3998,Cc1cc(F)cc(Br)c1C(=O)O,233.036,12,1,benzoic,c1ccccc1
Ac3999,O=C(O)c1cc(Cl)cc(Br)c1F,253.454,12,1,benzoic,c1ccccc1
Ac4002,Cc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,330.434,22,5,acyclic_ali,c1ccc(-c2csc3ncncc23)cc1
Ac4004,COc1ncc(C(=O)O)cc1Br,232.033,12,2,aryl_other,c1ccncc1
Ac4005,O=C(O)c1c(C(F)(F)F)nn(-c2ccccc2)c1Cl,290.628,19,2,aryl_other,c1ccc(-n2cccn2)cc1
Ac4006,CC1(C)OB(c2cc(C(=O)O)co2)OC1(C)C,238.048,17,2,aryl_other,c1coc(B2OCCO2)c1
Ac4008,CC(C)c1ncc(Br)c(C(=O)O)n1,245.076,13,2,heteroaryl,c1cncnc1
Ac4009,Cc1ccc(-c2ncc(C(=O)O)s2)cc1,219.265,15,2,heteroaryl,c1ccc(-c2nccs2)cc1
Ac4010,O=C(O)/C=C/c1cc(Cl)ccc1OC(F)F,248.612,16,4,other,c1ccccc1
Ac4012,O=C(O)c1c(C(F)(F)F)n[nH]c1C(F)(F)F,248.082,16,1,aryl_other,c1cn[nH]c1
Ac4013,CCS(=O)(=O)c1ccccc1CC(=O)O,228.269,15,4,acyclic_ali,c1ccccc1
Ac4014,O=C(O)Cc1ccc(S(=O)(=O)CC(F)(F)F)cc1,282.239,18,4,acyclic_ali,c1ccccc1
Ac4015,C[C@@H]1CN(Cc2ccccc2)C[C@H]1C(=O)O,219.284,16,3,cyclic_ali,c1ccc(CN2CCCC2)cc1
Ac4018,O=C(O)Cc1ccnc(Br)c1,216.034,11,2,acyclic_ali,c1ccncc1
Ac4020,O=C(O)c1nc2cc(Br)ccc2o1,242.028,13,1,heteroaryl,c1ccc2ocnc2c1
Ac4021,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,485.005,33,8,acyclic_ali,O=C(NCc1ccccc1)C1CCN1C(=O)c1csc2ccccc12
Ac4022,CC(C)(C)OC(=O)N1CCCC(C(=O)O)N1C(=O)OC(C)(C)C,330.381,23,1,alpha_amino,C1CCNNC1
Ac4023,CS(=O)(=O)c1cc(C(=O)O)cc(C(F)(F)F)c1,268.212,17,2,benzoic,c1ccccc1
Ac4024,CC(C)(C)OC(=O)N1CCC(C(=O)O)(c2ccc(Br)cc2)CC1,384.27,23,2,alpha_quat,c1ccc(C2CCNCC2)cc1
Ac4025,O=C(O)c1cccc(-c2ccc(-c3cn(C(=O)N4CCCCC4Cc4ccccc4)nn3)cc2)c1,466.541,35,5,benzoic,O=C(N1CCCCC1Cc1ccccc1)n1cc(-c2ccc(-c3ccccc3)cc2)nn1
Ac4026,O=C(O)c1nn(-c2ccc(F)cc2)c(=O)c2ccccc12,284.246,21,2,heteroaryl,O=c1c2ccccc2cnn1-c1ccccc1
Ac4027,CS(=O)(=O)N(CC(=O)O)c1ccccc1Cl,263.702,16,4,alpha_amino,c1ccccc1
Ac4028,Cc1c(C(=O)O)sc2cc(Cl)ccc12,226.684,14,1,heteroaryl,c1ccc2sccc2c1
Ac4029,O=C(O)c1cc2cc(Br)cnc2s1,258.096,13,1,heteroaryl,c1cnc2sccc2c1
Ac4031,CC1(C)OB(c2ccc3cc(C(=O)O)ccc3c2)OC1(C)C,298.147,22,2,benzoic,c1ccc2cc(B3OCCO3)ccc2c1
Ac4033,O=C(O)c1cnn(-c2cccc(Cl)c2)c1,222.631,15,2,aryl_other,c1ccc(-n2cccn2)cc1
Ac4034,Cc1cc(Br)cc(C(=O)O)c1F,233.036,12,1,benzoic,c1ccccc1
Ac4035,CC(C)(C)OC(=O)N1CCC(c2ccccc2C(=O)O)C1,291.347,21,2,benzoic,c1ccc(C2CCNC2)cc1
Ac4036,Cc1cc(C)n(-c2ccc(C(=O)O)cn2)n1,217.228,16,2,aryl_other,c1ccc(-n2cccn2)nc1
Ac4037,O=C(O)c1nnn(-c2ccccc2)c1C(F)(F)F,257.171,18,2,heteroaryl,c1ccc(-n2ccnn2)cc1
Ac4041,O=C(O)c1cccc(S(=O)(=O)N2CCCCCC2)c1,283.349,19,3,benzoic,O=S(=O)(c1ccccc1)N1CCCCCC1
Ac4042,O=C(O)c1cn(-c2ccccc2)nc1-c1ccncc1,265.272,20,3,aryl_other,c1ccc(-n2ccc(-c3ccncc3)n2)cc1
Ac4043,O=C(O)CCc1ccc(Cl)cc1Br,263.518,13,3,acyclic_ali,c1ccccc1
Ac4044,O=C(O)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,340.184,20,3,benzoic,O=S(=O)(c1ccccc1)N1CCOCC1
Ac4046,CS(=O)(=O)Nc1ccsc1C(=O)O,221.259,13,3,heteroaryl,c1ccsc1
Ac4047,O=C(O)Cc1cc(C(F)(F)F)ccc1F,222.137,15,2,acyclic_ali,c1ccccc1
Ac4049,COc1cc(C(=O)O)ccc1B1OC(C)(C)C(C)(C)O1,278.113,20,3,benzoic,c1ccc(B2OCCO2)cc1
Ac4050,COc1c(Br)ccc(F)c1C(=O)O,249.035,13,2,benzoic,c1ccccc1
Ac4051,COc1cc(Br)ccc1CCC(=O)O,259.099,14,4,acyclic_ali,c1ccccc1
Ac4056,CC1(C)OB(c2ccc(CC(=O)O)cc2F)OC1(C)C,280.104,20,3,acyclic_ali,c1ccc(B2OCCO2)cc1
Ac4057,Cc1cc(Br)cc(C)c1CC(=O)O,243.1,13,2,acyclic_ali,c1ccccc1
Ac4059,O=C(O)CCc1ccc(-c2ccccc2C(F)(F)F)o1,284.233,20,4,acyclic_ali,c1ccc(-c2ccco2)cc1
Ac4060,C[C@@H]1[C@H](C(=O)O)CCCN1C(=O)OC(C)(C)C,243.303,17,1,cyclic_ali,C1CCNCC1
Ac4061,CC(C)(C)OC(=O)N1CCN(c2ncc(C(=O)O)o2)CC1,297.311,21,2,heteroaryl,c1coc(N2CCNCC2)n1
Ac4062,CS(=O)(=O)Cc1ccc(C(=O)O)cc1[N+](=O)[O-],259.239,17,4,benzoic,c1ccccc1
Ac4064,O=C(O)c1cnc2cnc(Br)cn12,242.032,13,1,heteroaryl,c1cn2ccnc2cn1
Ac4066,COc1cc(C(=O)O)sc1Br,237.074,11,2,heteroaryl,c1ccsc1
Ac4067,O=C(O)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F,275.161,19,2,heteroaryl,c1ccc(-n2ccnn2)cc1
Ac4068,O=C(O)c1cnn(Cc2ccccc2Cl)c1,236.658,16,3,aryl_other,c1ccc(Cn2cccn2)cc1
Ac4069,O=C(O)c1c(F)cc(C(F)(F)F)cc1F,226.1,15,1,benzoic,c1ccccc1
Ac4070,O=C(O)c1ccc(CN2C(=O)CSC2=O)cc1,251.263,17,3,benzoic,O=C1CSC(=O)N1Cc1ccccc1
